"id","link","internalLevel","internalSubtype","quality","value","level","enchantName","enchantDesc","setMaxEquipCount","setBonusDesc1","setBonusDesc2","setBonusDesc3","traitDesc","comment"
"880826","|H0:item:23668:4:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","4","3","12","1","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","dropped"
"881693","|H0:item:23668:32:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","32","3","12","1","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","5","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","crafted"
"881707","|H0:item:23668:50:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","50","3","12","1","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","unknown"
"880829","|H0:item:23668:7:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","7","3","13","1","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","dropped"
"881273","|H0:item:23668:11:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","11","3","13","1","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","5","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","dropped"
"881625","|H0:item:23668:27:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","27","3","13","1","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","crafted"
"881706","|H0:item:23668:49:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","49","3","13","1","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","5","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","unknown"
"881375","|H0:item:23668:22:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","22","3","15","1","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 15 Stamina Recovery","(3 items) Adds 112 Maximum Stamina","(4 items) Adds 15 Stamina Recovery","Increase Maximum Stamina by |cffffff110|r.","crafted"
"881878","|H0:item:23668:123:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","123","4","3","1","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","0","(2 items) Adds 1 Stamina Recovery","(3 items) Adds 11 Maximum Stamina","(4 items) Adds 1 Stamina Recovery","Increase Maximum Stamina by |cffffff20|r.","unknown"
"880827","|H0:item:23668:5:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","5","4","16","1","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 16 Stamina Recovery","(3 items) Adds 123 Maximum Stamina","(4 items) Adds 16 Stamina Recovery","Increase Maximum Stamina by |cffffff120|r.","dropped"
"880830","|H0:item:23668:8:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","8","4","16","1","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 18 Stamina Recovery","(3 items) Adds 135 Maximum Stamina","(4 items) Adds 18 Stamina Recovery","Increase Maximum Stamina by |cffffff130|r.","dropped"
"881626","|H0:item:23668:28:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","28","4","16","1","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 18 Stamina Recovery","(3 items) Adds 135 Maximum Stamina","(4 items) Adds 18 Stamina Recovery","Increase Maximum Stamina by |cffffff130|r.","crafted"
"881694","|H0:item:23668:33:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","33","4","16","1","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 16 Stamina Recovery","(3 items) Adds 123 Maximum Stamina","(4 items) Adds 16 Stamina Recovery","Increase Maximum Stamina by |cffffff120|r.","crafted"
"881376","|H0:item:23668:23:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","23","4","17","1","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","crafted"
"881879","|H0:item:23668:124:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","124","5","3","1","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","0","(2 items) Adds 1 Stamina Recovery","(3 items) Adds 11 Maximum Stamina","(4 items) Adds 1 Stamina Recovery","Increase Maximum Stamina by |cffffff20|r.","unknown"
"880828","|H0:item:23668:6:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","6","5","18","1","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","dropped"
"881627","|H0:item:23668:29:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","29","5","18","1","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 22 Stamina Recovery","(3 items) Adds 168 Maximum Stamina","(4 items) Adds 22 Stamina Recovery","Increase Maximum Stamina by |cffffff160|r.","crafted"
"881695","|H0:item:23668:34:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","34","5","18","1","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","crafted"
"881377","|H0:item:23668:24:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","24","5","20","1","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 24 Stamina Recovery","(3 items) Adds 180 Maximum Stamina","(4 items) Adds 24 Stamina Recovery","Increase Maximum Stamina by |cffffff170|r.","crafted"
"880832","|H0:item:23668:1:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","1","0","6","2","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 3 Stamina Recovery","(3 items) Adds 22 Maximum Stamina","(4 items) Adds 3 Stamina Recovery","Increase Maximum Stamina by |cffffff30|r.","dropped"
"882177","|H0:item:23668:177:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","177","0","8","2","","","4","(2 items) Adds 4 Stamina Recovery","(3 items) Adds 33 Maximum Stamina","(4 items) Adds 4 Stamina Recovery","Increase Maximum Stamina by |cffffff40|r.","unknown"
"882127","|H0:item:23668:175:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","175","1","6","2","Stamina Recovery Enchantment","Adds |cffffff13|r Stamina Recovery.","4","(2 items) Adds 3 Stamina Recovery","(3 items) Adds 22 Maximum Stamina","(4 items) Adds 3 Stamina Recovery","Increase Maximum Stamina by |cffffff30|r.","unknown"
"880833","|H0:item:23668:2:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","2","1","8","2","Stamina Recovery Enchantment","Adds |cffffff13|r Stamina Recovery.","4","(2 items) Adds 4 Stamina Recovery","(3 items) Adds 33 Maximum Stamina","(4 items) Adds 4 Stamina Recovery","Increase Maximum Stamina by |cffffff40|r.","dropped"
"881628","|H0:item:23668:25:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","25","1","10","2","Stamina Recovery Enchantment","Adds |cffffff13|r Stamina Recovery.","4","(2 items) Adds 6 Stamina Recovery","(3 items) Adds 45 Maximum Stamina","(4 items) Adds 6 Stamina Recovery","Increase Maximum Stamina by |cffffff50|r.","crafted"
"881378","|H0:item:23668:20:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","20","1","11","2","Stamina Recovery Enchantment","Adds |cffffff13|r Stamina Recovery.","4","(2 items) Adds 7 Stamina Recovery","(3 items) Adds 56 Maximum Stamina","(4 items) Adds 7 Stamina Recovery","Increase Maximum Stamina by |cffffff60|r.","crafted"
"881880","|H0:item:23668:121:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","121","2","6","2","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 3 Stamina Recovery","(3 items) Adds 22 Maximum Stamina","(4 items) Adds 3 Stamina Recovery","Increase Maximum Stamina by |cffffff30|r.","unknown"
"881324","|H0:item:23668:19:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","19","2","11","2","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 7 Stamina Recovery","(3 items) Adds 56 Maximum Stamina","(4 items) Adds 7 Stamina Recovery","Increase Maximum Stamina by |cffffff60|r.","unknown"
"881644","|H0:item:23668:31:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","31","2","11","2","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 9 Stamina Recovery","(3 items) Adds 67 Maximum Stamina","(4 items) Adds 9 Stamina Recovery","Increase Maximum Stamina by |cffffff70|r.","crafted"
"880834","|H0:item:23668:3:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","3","2","12","2","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","dropped"
"880840","|H0:item:23668:9:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","9","2","12","2","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","dropped"
"881379","|H0:item:23668:21:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","21","2","12","2","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 12 Stamina Recovery","(3 items) Adds 90 Maximum Stamina","(4 items) Adds 12 Stamina Recovery","Increase Maximum Stamina by |cffffff90|r.","crafted"
"881629","|H0:item:23668:26:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","26","2","12","2","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 10 Stamina Recovery","(3 items) Adds 78 Maximum Stamina","(4 items) Adds 10 Stamina Recovery","Increase Maximum Stamina by |cffffff80|r.","crafted"
"881881","|H0:item:23668:122:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","122","3","6","2","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","0","(2 items) Adds 3 Stamina Recovery","(3 items) Adds 22 Maximum Stamina","(4 items) Adds 3 Stamina Recovery","Increase Maximum Stamina by |cffffff30|r.","unknown"
"880835","|H0:item:23668:4:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","4","3","13","2","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","dropped"
"881709","|H0:item:23668:50:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","50","3","13","2","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 13 Stamina Recovery","(3 items) Adds 101 Maximum Stamina","(4 items) Adds 13 Stamina Recovery","Increase Maximum Stamina by |cffffff100|r.","unknown"
"880838","|H0:item:23668:7:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","7","3","15","2","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 15 Stamina Recovery","(3 items) Adds 112 Maximum Stamina","(4 items) Adds 15 Stamina Recovery","Increase Maximum Stamina by |cffffff110|r.","dropped"
"881274","|H0:item:23668:11:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","11","3","15","2","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 15 Stamina Recovery","(3 items) Adds 112 Maximum Stamina","(4 items) Adds 15 Stamina Recovery","Increase Maximum Stamina by |cffffff110|r.","dropped"
"881630","|H0:item:23668:27:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","27","3","15","2","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 15 Stamina Recovery","(3 items) Adds 112 Maximum Stamina","(4 items) Adds 15 Stamina Recovery","Increase Maximum Stamina by |cffffff110|r.","crafted"
"881708","|H0:item:23668:49:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","49","3","15","2","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 15 Stamina Recovery","(3 items) Adds 112 Maximum Stamina","(4 items) Adds 15 Stamina Recovery","Increase Maximum Stamina by |cffffff110|r.","unknown"
"881380","|H0:item:23668:22:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","22","3","16","2","Stamina Recovery Enchantment","Adds |cffffff16|r Stamina Recovery.","4","(2 items) Adds 16 Stamina Recovery","(3 items) Adds 123 Maximum Stamina","(4 items) Adds 16 Stamina Recovery","Increase Maximum Stamina by |cffffff120|r.","crafted"
"881882","|H0:item:23668:123:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","123","4","6","2","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","0","(2 items) Adds 3 Stamina Recovery","(3 items) Adds 22 Maximum Stamina","(4 items) Adds 3 Stamina Recovery","Increase Maximum Stamina by |cffffff30|r.","unknown"
"880836","|H0:item:23668:5:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","5","4","16","2","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 18 Stamina Recovery","(3 items) Adds 135 Maximum Stamina","(4 items) Adds 18 Stamina Recovery","Increase Maximum Stamina by |cffffff130|r.","dropped"
"880839","|H0:item:23668:8:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","8","4","17","2","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","dropped"
"881631","|H0:item:23668:28:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","28","4","17","2","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 19 Stamina Recovery","(3 items) Adds 146 Maximum Stamina","(4 items) Adds 19 Stamina Recovery","Increase Maximum Stamina by |cffffff140|r.","crafted"
"881381","|H0:item:23668:23:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","23","4","18","2","Stamina Recovery Enchantment","Adds |cffffff17|r Stamina Recovery.","4","(2 items) Adds 21 Stamina Recovery","(3 items) Adds 157 Maximum Stamina","(4 items) Adds 21 Stamina Recovery","Increase Maximum Stamina by |cffffff150|r.","crafted"
"881883","|H0:item:23668:124:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","124","5","6","2","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","0","(2 items) Adds 3 Stamina Recovery","(3 items) Adds 22 Maximum Stamina","(4 items) Adds 3 Stamina Recovery","Increase Maximum Stamina by |cffffff30|r.","unknown"
"880837","|H0:item:23668:6:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","6","5","18","2","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 22 Stamina Recovery","(3 items) Adds 168 Maximum Stamina","(4 items) Adds 22 Stamina Recovery","Increase Maximum Stamina by |cffffff160|r.","dropped"
"881382","|H0:item:23668:24:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","24","5","20","2","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 25 Stamina Recovery","(3 items) Adds 191 Maximum Stamina","(4 items) Adds 25 Stamina Recovery","Increase Maximum Stamina by |cffffff180|r.","crafted"
"881632","|H0:item:23668:29:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","29","5","20","2","Stamina Recovery Enchantment","Adds |cffffff18|r Stamina Recovery.","4","(2 items) Adds 24 Stamina Recovery","(3 items) Adds 180 Maximum Stamina","(4 items) Adds 24 Stamina Recovery","Increase Maximum Stamina by |cffffff170|r.","crafted"
"880841","|H0:item:23668:1:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","1","0","8","3","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 4 Stamina Recovery","(3 items) Adds 33 Maximum Stamina","(4 items) Adds 4 Stamina Recovery","Increase Maximum Stamina by |cffffff40|r.","dropped"
"882178","|H0:item:23668:177:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","177","0","10","3","","","4","(2 items) Adds 6 Stamina Recovery","(3 items) Adds 45 Maximum Stamina","(4 items) Adds 6 Stamina Recovery","Increase Maximum Stamina by |cffffff50|r.","unknown"
"882128","|H0:item:23668:175:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","175","1","8","3","Stamina Recovery Enchantment","Adds |cffffff13|r Stamina Recovery.","4","(2 items) Adds 4 Stamina Recovery","(3 items) Adds 33 Maximum Stamina","(4 items) Adds 4 Stamina Recovery","Increase Maximum Stamina by |cffffff40|r.","unknown"
"880842","|H0:item:23668:2:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","2","1","10","3","Stamina Recovery Enchantment","Adds |cffffff13|r Stamina Recovery.","4","(2 items) Adds 6 Stamina Recovery","(3 items) Adds 45 Maximum Stamina","(4 items) Adds 6 Stamina Recovery","Increase Maximum Stamina by |cffffff50|r.","dropped"
"881383","|H0:item:23668:20:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","20","1","11","3","Stamina Recovery Enchantment","Adds |cffffff13|r Stamina Recovery.","4","(2 items) Adds 9 Stamina Recovery","(3 items) Adds 67 Maximum Stamina","(4 items) Adds 9 Stamina Recovery","Increase Maximum Stamina by |cffffff70|r.","crafted"
"881633","|H0:item:23668:25:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","25","1","11","3","Stamina Recovery Enchantment","Adds |cffffff13|r Stamina Recovery.","4","(2 items) Adds 7 Stamina Recovery","(3 items) Adds 56 Maximum Stamina","(4 items) Adds 7 Stamina Recovery","Increase Maximum Stamina by |cffffff60|r.","crafted"
"881884","|H0:item:23668:121:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","121","2","8","3","Stamina Recovery Enchantment","Adds |cffffff14|r Stamina Recovery.","4","(2 items) Adds 4 Stamina Recovery","(3 items) Adds 33 Maximum Stamina","(4 items) Adds 4 Stamina Recovery","Increase Maximum Stamina by |cffffff40|r.","unknown"
