"id","logId","link","itemId","internalLevel","internalSubtype","potionData","name","description","style","trait","quality","value","level","type","equipType","weaponType","armorType","craftType","armorRating","weaponPower","cond","enchantId","enchantLevel","enchantSubtype","enchantName","enchantDesc","maxCharges","abilityName","abilityDesc","abilityCooldown","setName","setBonusCount","setMaxEquipCount","setBonusCount1","setBonusCount2","setBonusCount3","setBonusCount4","setBonusCount5","setBonusDesc1","setBonusDesc2","setBonusDesc3","setBonusDesc4","setBonusDesc5","glyphMinLevel","glyphMaxLevel","runeType","runeRank","bindType","siegeHP","bookTitle","craftSkillRank","recipeRank","recipeQuality","refinedItemLink","resultItemLink","materialLevelDesc","traitDesc","traitAbilityDesc","traitCooldown","isUnique","isUniqueEquipped","isVendorTrash","isArmorDecay","isConsumable","icon","comment","tags","dyeData"
"19932341","-1","|H0:item:68944:11:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","11","0","Reactive Girdle","","0","13","3","8","1","2","8","0","3","-1","131","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 101 Maximum Stamina","(3 items) Adds 13 Stamina Recovery","(4 items) Adds 111 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19932693","-1","|H0:item:68944:27:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","27","0","Reactive Girdle","","0","13","3","8","1","2","8","0","3","-1","131","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 101 Maximum Stamina","(3 items) Adds 13 Stamina Recovery","(4 items) Adds 111 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932774","-1","|H0:item:68944:49:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","49","0","Reactive Girdle","","0","13","3","8","1","2","8","0","3","-1","131","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 101 Maximum Stamina","(3 items) Adds 13 Stamina Recovery","(4 items) Adds 111 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19932443","-1","|H0:item:68944:22:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","22","0","Reactive Girdle","","0","13","3","9","1","2","8","0","3","-1","144","0","0","0","0","0","Maximum Health Enchantment","Adds 35 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 112 Maximum Stamina","(3 items) Adds 15 Stamina Recovery","(4 items) Adds 123 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 14%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932946","-1","|H0:item:68944:123:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","123","0","Reactive Girdle","","0","13","4","2","1","2","8","0","3","-1","21","0","0","0","0","0","Maximum Health Enchantment","Adds 37 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 12 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 15%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19931895","-1","|H0:item:68944:5:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","5","0","Reactive Girdle","","0","13","4","9","1","2","8","0","3","-1","159","0","0","0","0","0","Maximum Health Enchantment","Adds 37 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Stamina","(3 items) Adds 16 Stamina Recovery","(4 items) Adds 136 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 15%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19931898","-1","|H0:item:68944:8:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","8","0","Reactive Girdle","","0","13","4","9","1","2","8","0","3","-1","173","0","0","0","0","0","Maximum Health Enchantment","Adds 37 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Stamina","(3 items) Adds 18 Stamina Recovery","(4 items) Adds 148 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 15%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19932694","-1","|H0:item:68944:28:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","28","0","Reactive Girdle","","0","13","4","9","1","2","8","0","3","-1","173","0","0","0","0","0","Maximum Health Enchantment","Adds 37 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Stamina","(3 items) Adds 18 Stamina Recovery","(4 items) Adds 148 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 15%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932762","-1","|H0:item:68944:33:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","33","0","Reactive Girdle","","0","13","4","9","1","2","8","0","3","-1","159","0","0","0","0","0","Maximum Health Enchantment","Adds 37 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Stamina","(3 items) Adds 16 Stamina Recovery","(4 items) Adds 136 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 15%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932444","-1","|H0:item:68944:23:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","23","0","Reactive Girdle","","0","13","4","10","1","2","8","0","3","-1","187","0","0","0","0","0","Maximum Health Enchantment","Adds 37 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 146 Maximum Stamina","(3 items) Adds 19 Stamina Recovery","(4 items) Adds 160 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 15%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932947","-1","|H0:item:68944:124:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","124","0","Reactive Girdle","","0","13","5","2","1","2","8","0","3","-1","22","0","0","0","0","0","Maximum Health Enchantment","Adds 40 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Stamina","(3 items) Adds 1 Stamina Recovery","(4 items) Adds 12 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 16%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","unknown","",""
"19931896","-1","|H0:item:68944:6:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","6","0","Reactive Girdle","","0","13","5","11","1","2","8","0","3","-1","203","0","0","0","0","0","Maximum Health Enchantment","Adds 40 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 157 Maximum Stamina","(3 items) Adds 21 Stamina Recovery","(4 items) Adds 173 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 16%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
"19932695","-1","|H0:item:68944:29:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","29","0","Reactive Girdle","","0","13","5","11","1","2","8","0","3","-1","216","0","0","0","0","0","Maximum Health Enchantment","Adds 40 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 168 Maximum Stamina","(3 items) Adds 22 Stamina Recovery","(4 items) Adds 185 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 16%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932763","-1","|H0:item:68944:34:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","34","0","Reactive Girdle","","0","13","5","11","1","2","8","0","3","-1","203","0","0","0","0","0","Maximum Health Enchantment","Adds 40 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 157 Maximum Stamina","(3 items) Adds 21 Stamina Recovery","(4 items) Adds 173 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 16%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19932445","-1","|H0:item:68944:24:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","1","24","0","Reactive Girdle","","0","13","5","12","1","2","8","0","3","-1","230","0","0","0","0","0","Maximum Health Enchantment","Adds 40 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 180 Maximum Stamina","(3 items) Adds 24 Stamina Recovery","(4 items) Adds 198 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 16%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","crafted","",""
"19931900","-1","|H0:item:68944:1:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","68944","2","1","0","Reactive Girdle","","0","13","0","3","2","2","8","0","3","-1","34","0","0","0","0","0","Maximum Health Enchantment","Adds 33 Maximum Health.","-1","","","-1","Reactive Armor","4","5","2","3","4","5","-1","(2 items) Adds 22 Maximum Stamina","(3 items) Adds 3 Stamina Recovery","(4 items) Adds 24 Maximum Health","(5 items) While you are affected by a disabling effect, your damage taken is reduced by 35%.","","-1","-1","-1","-1","2","-1","","-1","-1","-1","","","","Increases this item's Armor value by 11%.","","-1","1","1","1","1","1","/esoui/art/icons/gear_breton_heavy_waist_a.dds","dropped","",""
