"id","link","internalLevel","internalSubtype","name","quality","value","level","enchantName","enchantDesc","comment"
"969815","|H0:item:26588:3:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","3","trifling glyph of stamina","2","2","2","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","dropped"
"969821","|H0:item:26588:9:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","9","trifling glyph of stamina","2","2","2","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","dropped"
"970305","|H0:item:26588:19:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","19","trifling glyph of stamina","2","2","2","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","unknown"
"970360","|H0:item:26588:21:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","21","trifling glyph of stamina","2","2","2","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970610","|H0:item:26588:26:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","26","trifling glyph of stamina","2","2","2","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970625","|H0:item:26588:31:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","31","trifling glyph of stamina","2","2","2","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970862","|H0:item:26588:122:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","122","trifling glyph of stamina","3","1","2","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"969816","|H0:item:26588:4:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","4","trifling glyph of stamina","3","2","2","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"970690","|H0:item:26588:50:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","50","trifling glyph of stamina","3","2","2","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"969819","|H0:item:26588:7:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","7","trifling glyph of stamina","3","3","2","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"970255","|H0:item:26588:11:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","11","trifling glyph of stamina","3","3","2","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"970361","|H0:item:26588:22:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","22","trifling glyph of stamina","3","3","2","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","crafted"
"970611","|H0:item:26588:27:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","27","trifling glyph of stamina","3","3","2","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","crafted"
"970689","|H0:item:26588:49:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","49","trifling glyph of stamina","3","3","2","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"970863","|H0:item:26588:123:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","123","trifling glyph of stamina","4","1","2","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","unknown"
"969817","|H0:item:26588:5:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","5","trifling glyph of stamina","4","3","2","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","dropped"
"969820","|H0:item:26588:8:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","8","trifling glyph of stamina","4","3","2","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","dropped"
"970362","|H0:item:26588:23:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","23","trifling glyph of stamina","4","3","2","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","crafted"
"970612","|H0:item:26588:28:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","28","trifling glyph of stamina","4","3","2","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","crafted"
"970864","|H0:item:26588:124:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","124","trifling glyph of stamina","5","1","2","Maximum Stamina Enchantment","Adds |cffffff91|r Maximum Stamina.","unknown"
"969818","|H0:item:26588:6:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","6","trifling glyph of stamina","5","3","2","Maximum Stamina Enchantment","Adds |cffffff91|r Maximum Stamina.","dropped"
"970363","|H0:item:26588:24:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","24","trifling glyph of stamina","5","4","2","Maximum Stamina Enchantment","Adds |cffffff91|r Maximum Stamina.","crafted"
"970613","|H0:item:26588:29:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","29","trifling glyph of stamina","5","4","2","Maximum Stamina Enchantment","Adds |cffffff91|r Maximum Stamina.","crafted"
"969822","|H0:item:26588:1:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","1","trifling glyph of stamina","0","1","3","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","dropped"
"971159","|H0:item:26588:177:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","177","trifling glyph of stamina","0","2","3","","","unknown"
"971109","|H0:item:26588:175:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","175","trifling glyph of stamina","1","1","3","Maximum Stamina Enchantment","Adds |cffffff70|r Maximum Stamina.","unknown"
"969823","|H0:item:26588:2:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","2","trifling glyph of stamina","1","2","3","Maximum Stamina Enchantment","Adds |cffffff70|r Maximum Stamina.","dropped"
"970364","|H0:item:26588:20:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","20","trifling glyph of stamina","1","2","3","Maximum Stamina Enchantment","Adds |cffffff70|r Maximum Stamina.","crafted"
"970614","|H0:item:26588:25:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","25","trifling glyph of stamina","1","2","3","Maximum Stamina Enchantment","Adds |cffffff70|r Maximum Stamina.","crafted"
"970865","|H0:item:26588:121:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","121","trifling glyph of stamina","2","1","3","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","unknown"
"969824","|H0:item:26588:3:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","3","trifling glyph of stamina","2","2","3","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","dropped"
"969830","|H0:item:26588:9:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","9","trifling glyph of stamina","2","2","3","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","dropped"
"970306","|H0:item:26588:19:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","19","trifling glyph of stamina","2","2","3","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","unknown"
"970365","|H0:item:26588:21:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","21","trifling glyph of stamina","2","2","3","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970615","|H0:item:26588:26:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","26","trifling glyph of stamina","2","2","3","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970626","|H0:item:26588:31:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","31","trifling glyph of stamina","2","2","3","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970866","|H0:item:26588:122:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","122","trifling glyph of stamina","3","1","3","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"969825","|H0:item:26588:4:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","4","trifling glyph of stamina","3","3","3","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"969828","|H0:item:26588:7:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","7","trifling glyph of stamina","3","3","3","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"970256","|H0:item:26588:11:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","11","trifling glyph of stamina","3","3","3","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"970366","|H0:item:26588:22:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","22","trifling glyph of stamina","3","3","3","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","crafted"
"970616","|H0:item:26588:27:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","27","trifling glyph of stamina","3","3","3","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","crafted"
"970691","|H0:item:26588:49:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","49","trifling glyph of stamina","3","3","3","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"970692","|H0:item:26588:50:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","50","trifling glyph of stamina","3","3","3","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"970867","|H0:item:26588:123:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","123","trifling glyph of stamina","4","1","3","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","unknown"
"969826","|H0:item:26588:5:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","5","trifling glyph of stamina","4","3","3","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","dropped"
"969829","|H0:item:26588:8:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","8","trifling glyph of stamina","4","3","3","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","dropped"
"970367","|H0:item:26588:23:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","23","trifling glyph of stamina","4","3","3","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","crafted"
"970617","|H0:item:26588:28:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","28","trifling glyph of stamina","4","3","3","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","crafted"
"970868","|H0:item:26588:124:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","124","trifling glyph of stamina","5","1","3","Maximum Stamina Enchantment","Adds |cffffff91|r Maximum Stamina.","unknown"
"969827","|H0:item:26588:6:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","6","trifling glyph of stamina","5","4","3","Maximum Stamina Enchantment","Adds |cffffff91|r Maximum Stamina.","dropped"
"970368","|H0:item:26588:24:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","24","trifling glyph of stamina","5","4","3","Maximum Stamina Enchantment","Adds |cffffff91|r Maximum Stamina.","crafted"
"970618","|H0:item:26588:29:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","3","29","trifling glyph of stamina","5","4","3","Maximum Stamina Enchantment","Adds |cffffff91|r Maximum Stamina.","crafted"
"969831","|H0:item:26588:1:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","1","trifling glyph of stamina","0","2","4","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","dropped"
"971160","|H0:item:26588:177:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","177","trifling glyph of stamina","0","2","4","","","unknown"
"969832","|H0:item:26588:2:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","2","trifling glyph of stamina","1","2","4","Maximum Stamina Enchantment","Adds |cffffff70|r Maximum Stamina.","dropped"
"970369","|H0:item:26588:20:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","20","trifling glyph of stamina","1","2","4","Maximum Stamina Enchantment","Adds |cffffff70|r Maximum Stamina.","crafted"
"970619","|H0:item:26588:25:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","25","trifling glyph of stamina","1","2","4","Maximum Stamina Enchantment","Adds |cffffff70|r Maximum Stamina.","crafted"
"971110","|H0:item:26588:175:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","175","trifling glyph of stamina","1","2","4","Maximum Stamina Enchantment","Adds |cffffff70|r Maximum Stamina.","unknown"
"969833","|H0:item:26588:3:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","3","trifling glyph of stamina","2","2","4","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","dropped"
"970307","|H0:item:26588:19:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","19","trifling glyph of stamina","2","2","4","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","unknown"
"970620","|H0:item:26588:26:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","26","trifling glyph of stamina","2","2","4","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970627","|H0:item:26588:31:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","31","trifling glyph of stamina","2","2","4","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970869","|H0:item:26588:121:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","121","trifling glyph of stamina","2","2","4","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","unknown"
"969839","|H0:item:26588:9:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","9","trifling glyph of stamina","2","3","4","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","dropped"
"970370","|H0:item:26588:21:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","21","trifling glyph of stamina","2","3","4","Maximum Stamina Enchantment","Adds |cffffff75|r Maximum Stamina.","crafted"
"970870","|H0:item:26588:122:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","122","trifling glyph of stamina","3","2","4","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"969834","|H0:item:26588:4:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","4","trifling glyph of stamina","3","3","4","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"969837","|H0:item:26588:7:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","7","trifling glyph of stamina","3","3","4","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"970257","|H0:item:26588:11:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","11","trifling glyph of stamina","3","3","4","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","dropped"
"970371","|H0:item:26588:22:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","22","trifling glyph of stamina","3","3","4","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","crafted"
"970621","|H0:item:26588:27:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","27","trifling glyph of stamina","3","3","4","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","crafted"
"970693","|H0:item:26588:49:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","49","trifling glyph of stamina","3","3","4","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"970694","|H0:item:26588:50:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","50","trifling glyph of stamina","3","3","4","Maximum Stamina Enchantment","Adds |cffffff80|r Maximum Stamina.","unknown"
"970871","|H0:item:26588:123:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","123","trifling glyph of stamina","4","2","4","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","unknown"
"969835","|H0:item:26588:5:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","5","trifling glyph of stamina","4","3","4","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","dropped"
"969838","|H0:item:26588:8:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","4","8","trifling glyph of stamina","4","3","4","Maximum Stamina Enchantment","Adds |cffffff84|r Maximum Stamina.","dropped"
