"id","link","internalLevel","internalSubtype","quality","value","level","weaponPower","enchantDesc","maxCharges","setMaxEquipCount","setBonusDesc1","setBonusDesc2","traitDesc","icon","comment"
"876874","|H0:item:23662:19:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","19","2","16","1","226","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","5","(2 items) Adds 49 Maximum Health","(3 items) Adds 6 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876376","|H0:item:23662:3:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","3","2","18","1","254","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 74 Maximum Health","(3 items) Adds 9 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877175","|H0:item:23662:26:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","26","2","18","1","254","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 74 Maximum Health","(3 items) Adds 9 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877194","|H0:item:23662:31:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","31","2","18","1","240","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","5","(2 items) Adds 61 Maximum Health","(3 items) Adds 7 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"876382","|H0:item:23662:9:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","9","2","20","1","268","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 86 Maximum Health","(3 items) Adds 10 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"876925","|H0:item:23662:21:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","21","2","20","1","268","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 86 Maximum Health","(3 items) Adds 10 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877428","|H0:item:23662:122:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","122","3","6","1","184","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","0","(2 items) Adds 12 Maximum Health","(3 items) Adds 1 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876377","|H0:item:23662:4:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","4","3","20","1","282","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 99 Maximum Health","(3 items) Adds 12 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877244","|H0:item:23662:32:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","32","3","20","1","282","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","5","(2 items) Adds 99 Maximum Health","(3 items) Adds 12 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877258","|H0:item:23662:50:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","50","3","20","1","282","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 99 Maximum Health","(3 items) Adds 12 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876380","|H0:item:23662:7:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","7","3","22","1","296","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 111 Maximum Health","(3 items) Adds 13 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"876824","|H0:item:23662:11:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","11","3","22","1","296","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","5","(2 items) Adds 111 Maximum Health","(3 items) Adds 13 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877176","|H0:item:23662:27:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","27","3","22","1","296","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 111 Maximum Health","(3 items) Adds 13 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877257","|H0:item:23662:49:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","49","3","22","1","296","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","5","(2 items) Adds 111 Maximum Health","(3 items) Adds 13 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876926","|H0:item:23662:22:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","22","3","24","1","310","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 123 Maximum Health","(3 items) Adds 15 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877429","|H0:item:23662:123:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","123","4","6","1","184","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","0","(2 items) Adds 12 Maximum Health","(3 items) Adds 1 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876378","|H0:item:23662:5:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","5","4","26","1","324","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 136 Maximum Health","(3 items) Adds 16 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"876381","|H0:item:23662:8:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","8","4","26","1","338","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 148 Maximum Health","(3 items) Adds 18 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877177","|H0:item:23662:28:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","28","4","26","1","338","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 148 Maximum Health","(3 items) Adds 18 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877245","|H0:item:23662:33:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","33","4","26","1","324","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 136 Maximum Health","(3 items) Adds 16 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"876927","|H0:item:23662:23:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","23","4","28","1","352","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 160 Maximum Health","(3 items) Adds 19 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877430","|H0:item:23662:124:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","124","5","6","1","184","Deals |cffffff105|r Magic Damage and restores |cffffff47|r Health.","500","0","(2 items) Adds 12 Maximum Health","(3 items) Adds 1 Health Recovery","Increase weapon enchantment effect by |cffffff20|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876379","|H0:item:23662:6:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","6","5","30","1","366","Deals |cffffff105|r Magic Damage and restores |cffffff47|r Health.","500","3","(2 items) Adds 173 Maximum Health","(3 items) Adds 21 Health Recovery","Increase weapon enchantment effect by |cffffff20|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877178","|H0:item:23662:29:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","29","5","30","1","380","Deals |cffffff105|r Magic Damage and restores |cffffff47|r Health.","500","3","(2 items) Adds 185 Maximum Health","(3 items) Adds 22 Health Recovery","Increase weapon enchantment effect by |cffffff20|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877246","|H0:item:23662:34:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","34","5","30","1","366","Deals |cffffff105|r Magic Damage and restores |cffffff47|r Health.","500","3","(2 items) Adds 173 Maximum Health","(3 items) Adds 21 Health Recovery","Increase weapon enchantment effect by |cffffff20|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"876928","|H0:item:23662:24:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","1","24","5","32","1","394","Deals |cffffff105|r Magic Damage and restores |cffffff47|r Health.","500","3","(2 items) Adds 198 Maximum Health","(3 items) Adds 24 Health Recovery","Increase weapon enchantment effect by |cffffff20|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"876383","|H0:item:23662:1:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","1","0","10","2","198","Deals |cffffff3|r Magic Damage and restores |cffffff1|r Health.","100","3","(2 items) Adds 24 Maximum Health","(3 items) Adds 3 Health Recovery","Increase weapon enchantment effect by |cffffff5|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877728","|H0:item:23662:177:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","177","0","14","2","212","Deals |cffffff3|r Magic Damage and restores |cffffff1|r Health.","100","3","(2 items) Adds 37 Maximum Health","(3 items) Adds 4 Health Recovery","Increase weapon enchantment effect by |cffffff5|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"877678","|H0:item:23662:175:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","175","1","10","2","198","Deals |cffffff80|r Magic Damage and restores |cffffff36|r Health.","200","3","(2 items) Adds 24 Maximum Health","(3 items) Adds 3 Health Recovery","Increase weapon enchantment effect by |cffffff8|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876384","|H0:item:23662:2:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","2","1","14","2","212","Deals |cffffff80|r Magic Damage and restores |cffffff36|r Health.","200","3","(2 items) Adds 37 Maximum Health","(3 items) Adds 4 Health Recovery","Increase weapon enchantment effect by |cffffff8|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877179","|H0:item:23662:25:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","25","1","16","2","226","Deals |cffffff80|r Magic Damage and restores |cffffff36|r Health.","200","3","(2 items) Adds 49 Maximum Health","(3 items) Adds 6 Health Recovery","Increase weapon enchantment effect by |cffffff8|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"876929","|H0:item:23662:20:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","20","1","18","2","240","Deals |cffffff80|r Magic Damage and restores |cffffff36|r Health.","200","3","(2 items) Adds 61 Maximum Health","(3 items) Adds 7 Health Recovery","Increase weapon enchantment effect by |cffffff8|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877431","|H0:item:23662:121:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","121","2","10","2","198","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 24 Maximum Health","(3 items) Adds 3 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876875","|H0:item:23662:19:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","19","2","18","2","240","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 61 Maximum Health","(3 items) Adds 7 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"877195","|H0:item:23662:31:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","31","2","18","2","254","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 74 Maximum Health","(3 items) Adds 9 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"876385","|H0:item:23662:3:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","3","2","20","2","268","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 86 Maximum Health","(3 items) Adds 10 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"876391","|H0:item:23662:9:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","9","2","20","2","282","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 99 Maximum Health","(3 items) Adds 12 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"876930","|H0:item:23662:21:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","21","2","20","2","282","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 99 Maximum Health","(3 items) Adds 12 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877180","|H0:item:23662:26:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","26","2","20","2","268","Deals |cffffff86|r Magic Damage and restores |cffffff39|r Health.","250","3","(2 items) Adds 86 Maximum Health","(3 items) Adds 10 Health Recovery","Increase weapon enchantment effect by |cffffff11|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877432","|H0:item:23662:122:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","122","3","10","2","198","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","0","(2 items) Adds 24 Maximum Health","(3 items) Adds 3 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876386","|H0:item:23662:4:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","4","3","22","2","296","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 111 Maximum Health","(3 items) Adds 13 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877260","|H0:item:23662:50:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","50","3","22","2","296","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 111 Maximum Health","(3 items) Adds 13 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876389","|H0:item:23662:7:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","7","3","24","2","310","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 123 Maximum Health","(3 items) Adds 15 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"876825","|H0:item:23662:11:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","11","3","24","2","310","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 123 Maximum Health","(3 items) Adds 15 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877181","|H0:item:23662:27:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","27","3","24","2","310","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 123 Maximum Health","(3 items) Adds 15 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877259","|H0:item:23662:49:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","49","3","24","2","310","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 123 Maximum Health","(3 items) Adds 15 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876931","|H0:item:23662:22:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","22","3","26","2","324","Deals |cffffff91|r Magic Damage and restores |cffffff41|r Health.","300","3","(2 items) Adds 136 Maximum Health","(3 items) Adds 16 Health Recovery","Increase weapon enchantment effect by |cffffff14|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"877433","|H0:item:23662:123:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","123","4","10","2","198","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","0","(2 items) Adds 24 Maximum Health","(3 items) Adds 3 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","unknown"
"876387","|H0:item:23662:5:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","5","4","26","2","338","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 148 Maximum Health","(3 items) Adds 18 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"876390","|H0:item:23662:8:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","8","4","28","2","352","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 160 Maximum Health","(3 items) Adds 19 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","dropped"
"877182","|H0:item:23662:28:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","28","4","28","2","352","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 160 Maximum Health","(3 items) Adds 19 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
"876932","|H0:item:23662:23:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","2","23","4","30","2","366","Deals |cffffff96|r Magic Damage and restores |cffffff43|r Health.","400","3","(2 items) Adds 173 Maximum Health","(3 items) Adds 21 Health Recovery","Increase weapon enchantment effect by |cffffff17|r% and reduces enchantment cooldown by |cFFFFFF40|r%.","/esoui/art/icons/gear_breton_2haxe_a.dds","crafted"
