"id","logId","link","itemId","internalLevel","internalSubtype","potionData","name","description","style","trait","quality","value","level","type","equipType","weaponType","armorType","craftType","armorRating","weaponPower","cond","enchantId","enchantLevel","enchantSubtype","enchantName","enchantDesc","maxCharges","abilityName","abilityDesc","abilityCooldown","setName","setBonusCount","setMaxEquipCount","setBonusCount1","setBonusCount2","setBonusCount3","setBonusCount4","setBonusCount5","setBonusDesc1","setBonusDesc2","setBonusDesc3","setBonusDesc4","setBonusDesc5","glyphMinLevel","glyphMaxLevel","runeType","runeRank","bindType","siegeHP","bookTitle","craftSkillRank","recipeRank","recipeQuality","refinedItemLink","resultItemLink","materialLevelDesc","traitDesc","traitAbilityDesc","traitCooldown","isUnique","isUniqueEquipped","isVendorTrash","isArmorDecay","isConsumable","icon","comment","tags","dyeData"
"70550665","-1","|H0:item:107884:19:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","19","0","Bow of Prayer","","4","5","2","16","1","1","6","8","0","-1","0","192","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff86|r Magic Damage and restores |cffffff16|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 45 Maximum Magicka","(3 items) Adds 6 Spell Damage","(4 items) Adds 6 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff112|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff240|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550167","-1","|H0:item:107884:3:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","3","0","Bow of Prayer","","4","5","2","18","1","1","6","8","0","-1","0","215","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff86|r Magic Damage and restores |cffffff16|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 67 Maximum Magicka","(3 items) Adds 9 Spell Damage","(4 items) Adds 9 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff169|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff360|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550966","-1","|H0:item:107884:26:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","26","0","Bow of Prayer","","4","5","2","18","1","1","6","8","0","-1","0","215","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff86|r Magic Damage and restores |cffffff16|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 67 Maximum Magicka","(3 items) Adds 9 Spell Damage","(4 items) Adds 9 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff169|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff360|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70550985","-1","|H0:item:107884:31:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","31","0","Bow of Prayer","","4","5","2","18","1","1","6","8","0","-1","0","204","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff86|r Magic Damage and restores |cffffff16|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 56 Maximum Magicka","(3 items) Adds 7 Spell Damage","(4 items) Adds 7 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff141|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff300|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70550173","-1","|H0:item:107884:9:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","9","0","Bow of Prayer","","4","5","2","20","1","1","6","8","0","-1","0","227","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff86|r Magic Damage and restores |cffffff16|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 78 Maximum Magicka","(3 items) Adds 10 Spell Damage","(4 items) Adds 10 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff197|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff420|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550716","-1","|H0:item:107884:21:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","21","0","Bow of Prayer","","4","5","2","20","1","1","6","8","0","-1","0","227","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff86|r Magic Damage and restores |cffffff16|r Magicka.","250","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 78 Maximum Magicka","(3 items) Adds 10 Spell Damage","(4 items) Adds 10 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff197|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff420|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551219","-1","|H0:item:107884:122:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","122","0","Bow of Prayer","","4","5","3","6","1","1","6","8","0","-1","0","156","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Magicka","(3 items) Adds 1 Spell Damage","(4 items) Adds 1 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff28|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff60|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550168","-1","|H0:item:107884:4:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","4","0","Bow of Prayer","","4","5","3","20","1","1","6","8","0","-1","0","239","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 90 Maximum Magicka","(3 items) Adds 12 Spell Damage","(4 items) Adds 12 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff225|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff480|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70551035","-1","|H0:item:107884:32:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","32","0","Bow of Prayer","","4","5","3","20","1","1","6","8","0","-1","0","239","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 90 Maximum Magicka","(3 items) Adds 12 Spell Damage","(4 items) Adds 12 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff225|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff480|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551049","-1","|H0:item:107884:50:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","50","0","Bow of Prayer","","4","5","3","20","1","1","6","8","0","-1","0","239","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 90 Maximum Magicka","(3 items) Adds 12 Spell Damage","(4 items) Adds 12 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff225|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff480|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550171","-1","|H0:item:107884:7:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","7","0","Bow of Prayer","","4","5","3","22","1","1","6","8","0","-1","0","251","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 101 Maximum Magicka","(3 items) Adds 13 Spell Damage","(4 items) Adds 13 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff253|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff540|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550615","-1","|H0:item:107884:11:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","11","0","Bow of Prayer","","4","5","3","22","1","1","6","8","0","-1","0","251","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 101 Maximum Magicka","(3 items) Adds 13 Spell Damage","(4 items) Adds 13 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff253|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff540|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550967","-1","|H0:item:107884:27:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","27","0","Bow of Prayer","","4","5","3","22","1","1","6","8","0","-1","0","251","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 101 Maximum Magicka","(3 items) Adds 13 Spell Damage","(4 items) Adds 13 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff253|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff540|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551048","-1","|H0:item:107884:49:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","49","0","Bow of Prayer","","4","5","3","22","1","1","6","8","0","-1","0","251","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 101 Maximum Magicka","(3 items) Adds 13 Spell Damage","(4 items) Adds 13 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff253|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff540|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550717","-1","|H0:item:107884:22:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","22","0","Bow of Prayer","","4","5","3","24","1","1","6","8","0","-1","0","263","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff91|r Magic Damage and restores |cffffff17|r Magicka.","300","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 112 Maximum Magicka","(3 items) Adds 15 Spell Damage","(4 items) Adds 15 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff282|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff600|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551220","-1","|H0:item:107884:123:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","123","0","Bow of Prayer","","4","5","4","6","1","1","6","8","0","-1","0","156","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff96|r Magic Damage and restores |cffffff17|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 11 Maximum Magicka","(3 items) Adds 1 Spell Damage","(4 items) Adds 1 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff28|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff60|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","unknown","",""
"70550169","-1","|H0:item:107884:5:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","5","0","Bow of Prayer","","4","5","4","26","1","1","6","8","0","-1","0","275","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff96|r Magic Damage and restores |cffffff17|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Magicka","(3 items) Adds 16 Spell Damage","(4 items) Adds 16 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff310|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff660|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550172","-1","|H0:item:107884:8:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","8","0","Bow of Prayer","","4","5","4","26","1","1","6","8","0","-1","0","287","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff96|r Magic Damage and restores |cffffff17|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Magicka","(3 items) Adds 18 Spell Damage","(4 items) Adds 18 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff338|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff720|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","dropped","",""
"70550968","-1","|H0:item:107884:28:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","28","0","Bow of Prayer","","4","5","4","26","1","1","6","8","0","-1","0","287","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff96|r Magic Damage and restores |cffffff17|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 135 Maximum Magicka","(3 items) Adds 18 Spell Damage","(4 items) Adds 18 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff338|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff720|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70551036","-1","|H0:item:107884:33:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","33","0","Bow of Prayer","","4","5","4","26","1","1","6","8","0","-1","0","275","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff96|r Magic Damage and restores |cffffff17|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 123 Maximum Magicka","(3 items) Adds 16 Spell Damage","(4 items) Adds 16 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff310|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff660|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
"70550718","-1","|H0:item:107884:23:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","107884","1","23","0","Bow of Prayer","","4","5","4","28","1","1","6","8","0","-1","0","299","100","0","0","0","Absorb Magicka Enchantment","Deals |cffffff96|r Magic Damage and restores |cffffff17|r Magicka.","400","","","-1","Prayer Shawl","4","5","2","3","4","5","-1","(2 items) Adds 146 Maximum Magicka","(3 items) Adds 19 Spell Damage","(4 items) Adds 19 Magicka Recovery","(5 items) When you heal a friendly target, you have a |cffffff6|r% chance to grant them a damage shield that absorbs |cffffff366|r damage for |cffffff6|r seconds.","","-1","-1","-1","-1","1","-1","","-1","-1","-1","","","","Increases Physical and Spell Resistance by |cffffff780|r.","","-1","1","1","1","1","1","/esoui/art/icons/gear_dunmer_bow_a.dds","crafted","",""
